행정구역_x,행정구역분류,2023년_계_총세대수,2023년_계_총인구수,2023년_세대수(전체세대),지역별 1인세대 / 지역별 전체세대,지역별 1인가구 / 전체인구비,지역별 1인가구수 / 전국 1인가구수비,montly-avg_단독다가구,dep-avg_단독다가구_월세,montly-avg_아파트,dep-avg_아파트_월세,montly-avg_연립다세대,dep-avg_연립다세대_월세,montly-avg_오피스텔,dep-avg_오피스텔_월세,dep-avg_단독다가구_전세,dep-avg_아파트_전세,dep-avg_연립다세대_전세,dep-avg_오피스텔_전세,montly-avg_mean,dep-avg_rent_mean,dep-avg_deposit_mean,count_도시철도,count_bus,count_transport,sum_과학·기술,sum_교육,sum_보건의료,sum_부동산,sum_소매,sum_수리·개인,sum_숙박,sum_시설관리·임대,sum_예술·스포츠,sum_음식,sum_all_shop
서울특별시 영등포구 양평2동,11190620,"5,240",22533,11100,47.20720721,23.25478188,0.0005,54.61702127659574,2697.978723404255,85.09574468085107,14678.19149,51.08235294117648,8123.651764705883,79.45175439,6950.276316,15990.833333333334,39091.98984771573,22433.816513761467,24851.394472361808,67.56171832215583,8112.524573367959,25592.008541793086,1,17,18,462,74,8,55,182,97,12,100,33,348,2045
서울특별시 영등포구 신길1동,11190630,"7,375",19322,11618,63.47908418,38.16892661,0.0007,42.68874172185431,2725.165562913908,50.43564356435643,8189.554455445545,51.32978723404256,7594.148936170212,73.76027397,2619.863014,13050.21052631579,32411.28431372549,21698.22463768116,17678.752475247526,54.553611622563324,5282.182992132416,21209.617988242495,1,4,5,57,32,6,44,163,98,26,32,44,186,1382
서울특별시 영등포구 신길3동,11190650,"3,099",15998,7528,41.16631243,19.3711714,0.0003,42.06822880771882,2549.042039972433,67.50847457627118,10766.406779661016,47.41935483870968,7762.903225806452,55.66666667,5166.666667,13185.760869565218,43115.94117647059,21731.71212121212,25045.454545454544,53.165681223174914,6561.254678109975,25769.717178175615,,,,41,20,12,30,164,75,10,19,34,136,1295
서울특별시 영등포구 신길4동,11190660,"2,384",12186,5723,41.65647388,19.56343345,0.0002,42.63829787234042,1587.2340425531916,71.04615384615384,13605.23076923077,44.3,7925,85.69565217,6239.130435,9762.307692307691,48255.508771929824,19625.548387096773,20952.20588235294,60.92002597212357,7339.148812,24648.892683421807,,,,21,10,4,19,73,50,4,15,8,96,1092
서울특별시 영등포구 신길5동,11190670,"1,877",9944,4560,41.1622807,18.87570394,0.0002,43.083333333333336,1579.1666666666667,77.26470588235294,11577.676470588236,42,6648.387096774193,,,9750,52795.490196078434,18037.8125,,54.11601307189542,6601.743411343032,26861.10089869281,,,,21,12,3,13,60,38,11,9,15,61,1075
서울특별시 영등포구 신길6동,11190680,"4,123",17722,8719,47.28753297,23.26486852,0.0004,42.06410256410256,2645.5128205128203,51.32857142857143,10602.485714285714,69.88135593220339,6730.508474576272,52.5,2500,11352.380952380952,36911.11111111111,23483.13953488372,18800,53.94350748121934,5619.626752343702,22636.657899593945,1,13,14,91,72,15,48,152,100,13,15,38,189,1595
서울특별시 영등포구 신길7동,11190690,"2,264",19802,7896,28.67274569,11.43318857,0.0002,41.04347826086956,5486.956522,73.97435897435898,16761.75641025641,61.92857142857143,3614.285714285714,,,11073.333333333334,49381.44390243902,23731.805555555555,,58.98213622126665,8620.999548847374,28062.194263775968,3,10,13,36,30,5,23,77,37,10,22,23,95,1249
서울특별시 영등포구 대림1동,11190700,"3,170",13731,6871,46.13593363,23.08644673,0.0003,44.89655172413793,1653.448275862069,95.67741935,14913.032258064515,46.59574468085106,7415.021276595745,,,10635,42651.80327868852,14970,,62.38990525327589,7993.833936840776,22752.267759562837,,,,39,14,10,32,186,90,8,13,39,194,1536
서울특별시 영등포구 대림2동,11190710,"4,030",11756,6907,58.34660489,34.28036747,0.0004,42.40659340659341,1760.065934065934,66.24761904761905,7363.809523809524,48.15517241,4220.0344827586205,56,1616.129032,11920.833333333334,32828.57142857143,17587.5,17457.14285714286,53.20234621700139,3740.009743,19948.511904761905,1,4,5,81,14,13,46,254,135,15,54,123,366,2042
서울특별시 영등포구 대림3동,11190720,"4,421",21559,10373,42.62026415,20.506517,0.0004,45.977438136826784,1741.617903930131,67.18348623853211,6605.963302752293,42.49180327868852,4268.434426229508,53.1,6021,11525,31063.184713375795,19007.03703703704,22160,52.18818191351185,4659.253908227983,20938.80543760321,,,,136,36,14,47,258,135,4,103,120,332,2155
서울특별시 영등포구 영등포본동,11190730,"5,075",20792,10414,48.73247551,24.40842632,0.0005,39.83076923076923,2412.692307692308,45.85972850678733,9123.461538,47.60416666666666,5940.104166666667,53.16666667,3833.333333,10303.846153846154,39666.72727272727,21080.605263157893,27695,46.61533277,5327.3978364551285,24686.54467243283,1,6,7,73,28,10,29,409,82,24,44,47,235,1970
서울특별시 영등포구 영등포동,11190740,"16,792",30557,21832,76.91462074,54.95303858,0.0017,49.66968325791855,2384.3529411764707,65.21361502347418,7000.584507042254,52.90686274509804,9876.970588235294,54.9924338,5873.537831,14212.857142857143,34405.796143250685,22436.224832214764,20944.428369795343,55.69564870662269,6283.8614668635055,22999.826622029483,2,33,35,404,94,62,120,1062,249,124,155,150,992,4421
서울특별시 영등포구 도림동,11190750,"5,217",17579,9632,54.16320598,29.67745606,0.0005,43.43258426966292,2194.6629213483147,42.833333333333336,8505.472222222223,45.21428571428572,6717.928571428572,68.74125874,3291.608392,12007.926829268292,30118.548387096773,21101.36752136752,20580.83333333333,50.05536551432049,5177.418026749778,20952.16901776648,,,,65,24,0,31,140,87,8,31,35,148,1507
서울특별시 영등포구 문래동,11190760,"4,052",32114,13167,30.77390446,12.61754998,0.0004,61.76923076923077,3000,60.69886363636363,20855.68181818182,30.4,19460,69.84816754,8292.774869,12025,35596.366533864544,27579.5,26030.23243243244,55.67906549,12902.114171795456,25307.77474157425,1,8,9,770,148,21,70,357,159,7,193,66,648,3512
서울특별시 동작구 노량진2동,11200520,"4,672",10186,6727,69.45146425,45.8668761,0.0005,43.142857142857146,1588.1285714285714,43.203252032520325,5480.536585365854,45.2,4275,68.7,3436.25,11688.46153846154,14000,21791.666666666668,21593.488372093023,50.061527293844364,3694.978789198606,17268.404144305307,,,,68,30,4,45,227,53,23,24,30,225,739
서울특별시 동작구 상도1동,11200530,"11,720",44194,22636,51.77593214,26.51943703,0.0012,50.06161745827985,2546.084724005135,60.21739130434783,8051.635869565217,61.0552677,5053.865284974093,71.54545455,2259.090909,12299.115044247788,41123.425531914894,23236.612648221344,21333.33333333333,60.719932753890944,4477.6691968861105,24498.12163942934,2,10,12,104,88,19,55,201,150,37,33,76,389,1182
서울특별시 동작구 상도2동,11200540,"5,098",27493,12492,40.81011848,18.54290183,0.0005,43.81818181818182,2676.818181818182,88.62365591,19349.11827956989,46.17647059,5901.595588235294,5,11000,11679.72972972973,53182.55555555556,24681.07207207207,16600,45.90457708,9731.883012405842,26535.83933933934,1,6,7,80,51,21,59,166,100,9,32,39,201,813
서울특별시 동작구 상도3동,11200550,"6,049",23930,12210,49.54135954,25.27789386,0.0006,38.898989898989896,5083.333333333333,69.21428571428571,9753.857142857143,52.06493506493506,8914.320346320346,45.5,2000,14307.35294117647,40750,22920.904,13000,51.419552669552665,6437.877705627706,22744.564235294118,,,,46,26,7,28,137,96,7,16,27,162,634
서울특별시 동작구 상도4동,11200560,"6,891",27688,14094,48.89314602,24.88803814,0.0007,45.762867647058826,3002.669117647059,80,12500,52.275,8136.285,,,13592.255924170617,29520,21704.93604651163,,59.34595588235294,7879.6513725490195,21605.730656894084,,,,71,27,2,31,136,85,7,24,24,159,691
서울특별시 동작구 사당1동,11200630,"8,871",22519,13851,64.04591726,39.39340113,0.0009,44.83067092651757,3802.076677316294,47.25,8871.875,55.03836930455636,10722.378896882494,30.45098039,12445.09804,12814.566929133858,31404.901960784315,26840.64045,19164.28571428572,44.39250515526849,8960.357153549696,22556.098763410522,2,7,9,180,79,20,76,236,155,18,45,59,430,1553
서울특별시 동작구 사당3동,11200650,"3,845",23695,10447,36.80482435,16.22705212,0.0004,48.03793716656787,3825.320094842916,100.50980392156865,16509.098039215685,42.86725663716814,9370.884955752212,56.5,3385,15434.047040971169,42488.2,19951.96694214876,16000,61.978749431326165,8272.575772452703,23468.553495779983,,,,53,49,6,40,83,76,5,25,17,141,798
서울특별시 동작구 사당4동,11200660,"3,732",13824,7277,51.28487014,26.99652778,0.0004,45.57328990228013,4130.618892508143,67.6,28400,55.57954545454545,8564.301136363636,,,15855.78313253012,41250,22730.736842105263,,56.250945118941864,13698.306676290595,26612.173324878462,1,,1,26,25,12,22,109,68,4,9,16,102,706
서울특별시 동작구 사당5동,11200670,"2,842",14149,6720,42.29166667,20.08622517,0.0003,47.79245283018868,3720.754716981132,82.02857142857142,18507.85714285714,41.24761904761905,9018.752381,39.92857143,3649.714286,11388.888888888889,45051.32394366197,23294.260869565216,32275,52.74930368409479,8724.269631697663,28002.36842552902,,,,41,25,1,25,49,58,0,18,5,64,580
서울특별시 동작구 대방동,11200680,"7,601",35638,16678,45.57500899,21.32835737,0.0008,44.53112840466926,2782.0603112840467,62.99547511312217,11516.89592760181,54.693430656934304,8875.843066,43.26666667,5757.777778,14422.060185185184,38937.740088105726,23802.473684210527,16581.846153846152,51.37167521118143,7233.144270644822,23436.030027836896,3,9,12,116,94,21,45,179,116,17,36,61,252,1288
서울특별시 동작구 신대방1동,11200690,"4,225",23297,10438,40.47710289,18.13538224,0.0004,,,64.73076923076923,19711.53846153846,45.797872340425535,7191.989361702128,70.7184466,2028.640777,18000,40198.61111111111,17617.53125,20098.4375,60.41569605706491,9644.056200080197,23978.644965277777,1,3,4,45,27,5,31,125,80,9,16,22,161,892
서울특별시 동작구 신대방2동,11200700,"5,037",22023,10635,47.36248237,22.87154339,0.0005,43.11111111111112,2671.5773809523807,97.72727272727272,19356.2,39.08759124087591,9212.569343065694,76.33333333,3333.333333,12643.87761,47378.36363636364,22469.744525547445,24333.33333333333,64.06482710231494,8643.420014,26706.329776796178,2,6,8,52,26,7,42,118,98,5,31,37,309,1126
서울특별시 동작구 흑석동,11200710,"4,731",29961,12981,36.4455743,15.79052769,0.0005,49.75528700906344,1839.728096676737,55.65086206896552,13573.89224137931,75.98275862068965,6817.241379310345,,,16046.052631578948,49199.704433497536,27385.555555555555,,60.462969232906204,7410.287239122131,30877.104206877342,1,11,12,63,45,19,60,180,96,9,28,39,373,1341
서울특별시 동작구 노량진1동,11200720,"9,091",32022,16927,53.70709517,28.38985697,0.0009,44.51156069364162,1124.2581888246627,73.10861423220973,10055.677902621725,48.08029197080292,4321.313868613139,67.35416667,1328.125,11805.418502202643,39841.48867313916,21241.25381,16500,58.26365839166357,4207.343740014881,22347.04025,3,18,21,75,88,4,67,172,87,173,45,94,374,1637
서울특별시 동작구 사당2동,11200730,"4,615",28150,12562,36.73778061,16.39431616,0.0005,46.65086206896552,3620.560344827586,85.51196172248804,19555.086124401914,48.07142857142857,8008.273809523809,38.4,5942,15228,43882.29398663697,28301.70833333333,19750,54.65856309072053,9281.480069688329,26790.500579992575,3,14,17,74,54,33,57,232,127,11,27,60,399,1561
서울특별시 관악구 보라매동,11210520,"7,160",23828,13010,55.03458878,30.04868222,0.0007,48.198581560283685,2950.9929078014184,32.55555555555556,9204.333333333334,48.20779220779221,8656.493506493507,45.96385542,3730,13500.08547008547,16984.615384615383,20758.366336633662,15958.851851851852,43.73144618590787,6135.454936907065,16800.479760796592,1,6,7,87,44,5,37,284,102,1,24,37,251,4539
서울특별시 관악구 청림동,11210540,"2,135",14724,6408,33.31772784,14.50013583,0.0002,,,76.59459459,13337.114864864863,32.15,6580.9,,,,37347.39543726236,18196.296296296296,30465,54.372297297297294,9959.007432,28669.563911186222,,,,13,21,0,25,42,53,1,5,15,86,3610
서울특별시 관악구 행운동,11210570,"12,334",28865,18251,67.57985864,42.72994977,0.0012,45.85990338164251,2494.4444444444443,39.69298245614035,7026.850877192983,47.14227642276423,9540.898374,54.53191489,7132.446809,13347.058823529413,35565.279569892475,22429.492753623188,22578.571428571428,46.806769287636776,6548.660126155291,23480.100643904123,,,,122,75,16,75,258,161,13,33,48,308,4884
서울특별시 관악구 낙성대동,11210580,"9,002",17278,11966,75.22981782,52.10093761,0.0009,46.24370208105148,3427.457648776926,53.403225806451616,8932.346774,49.10526315789474,8877.669173,48.79787234,5478.617021,14083.202873563218,34306.225,21622.61363636364,17781.923076923078,49.38751584634946,6679.0226542257005,21948.491146712484,,,,93,38,23,36,136,107,21,21,55,513,4847
서울특별시 관악구 중앙동,11210610,"7,336",15181,10187,72.01335035,48.32356235,0.0007,47.33112582781457,3058.2781456953644,48.13,5190.1,56.21917808219178,8180.575342465753,52.39361702,3809.113475,12541.86046511628,19720.51724137931,22496.42857142857,15671.481481481482,51.01848023250159,5059.516740790279,17607.571939851412,,,,73,45,16,47,128,110,6,13,39,224,4555
서울특별시 관악구 인헌동,11210620,"9,038",25454,14825,60.96458685,35.50718944,0.0009,43.30841121495328,2527.3831775700933,52.64705882352941,21070.58823529412,48.61594202898551,9307.409420289856,53.86111111,2580.555556,12424,36527.44186046512,20543.43005181348,17626.470588235294,49.60813079436705,8871.484097288516,21780.33562512847,1,1,2,96,38,14,44,196,99,3,22,41,222,4649
서울특별시 관악구 남현동,11210630,"5,726",17687,9891,57.89101203,32.37406004,0.0006,49.03414634146341,4425.4487804878045,54.34782608695652,17434.782608695652,55.08673469387755,9688.688775510203,48.51181102,3635.03937,15711.366666666669,38363.59375,26614.391025641027,15116.666666666666,51.74512953557438,8795.989883673416,23951.504527243593,1,13,14,90,49,15,28,105,80,14,43,38,234,4600
서울특별시 관악구 서원동,11210640,"10,526",22924,15114,69.64403864,45.91694294,0.0011,44.67961165048544,3504.5307443365696,56.29277566539924,7536.197718631179,45.10762331838565,7094.932735426009,56.98795181,3703.614458,12147.191011235956,27848.947368421053,17642.960199004974,20745.83333333333,50.76699061106758,5459.818914,19596.23297799883,3,9,12,114,49,17,33,219,99,9,25,81,397,4987
서울특별시 관악구 신원동,11210650,"7,472",17568,11221,66.58943053,42.53187614,0.0008,43.97005988023952,3106.5868263473053,55.388888888888886,5395.777777777777,42.6484375,9610.234375,15,5000,14226.96,33823.529411764706,18416.93220338983,,39.25184657,5778.149744781271,22155.807205051515,,,,90,24,1,26,146,102,4,26,29,184,4596
서울특별시 관악구 서림동,11210660,"10,551",23349,15176,69.52424881,45.18823076,0.0011,48.68181818181818,700,69.51456310679612,6581.0679611650485,59.3875969,6252.7131782945735,13.5,7850,20000,27345.222222222223,18454.22857142857,,47.77099454695978,5345.945284864905,21933.150264550262,1,8,9,62,34,2,35,120,61,63,35,46,160,4602
서울특별시 관악구 신사동,11210680,"9,949",22285,14436,68.91798282,44.64437963,0.001,45.354330708661415,3249.6062992125985,57.888888888888886,6722.222222222223,46.35046728971962,8151.747663551402,38.33333333,2335.833333,12250,25833.33333333333,22538.82,8255,46.98175505431749,5114.852379496556,17219.28833333333,,,,100,38,2,63,196,189,9,35,56,246,4968
서울특별시 관악구 신림동,11210690,"16,291",22840,18934,86.04098447,71.32661996,0.0016,45.10427897574124,2435.2334905660377,71.80851063829788,2957.8900709219856,49.61616161616162,7025.925925925926,61.04906542,3342.873832,12377.57151626765,20084.38571428572,20833.161971830985,15437.714285714286,56.894504162550184,3940.480829853487,17183.20837202466,,,,155,46,23,93,264,186,81,35,121,555,5623
서울특별시 관악구 난향동,11210710,"1,996",14730,6180,32.29773463,13.55057705,0.0002,52.5,875,51.95555555555556,5080.1,32,6611.111111111111,,,4666.666666666667,33661.01111111111,18945.83333333333,,45.485185185185195,4188.737037037037,19091.170370370368,,,,16,16,1,15,44,29,0,18,9,42,3943
서울특별시 관악구 조원동,11210720,"7,949",19643,12243,64.926897,40.46734206,0.0008,40.34090909090909,3646.590909090909,93.76521739130436,13455.547826086957,39.51336898395722,7529.385026737968,58.73015873,4101.587302,12521.666666666666,46184.93150684932,19499.76767676768,19101.84210526316,58.08741354904267,7183.277765978958,24327.051988886706,,,,81,34,15,70,241,153,9,36,79,344,5205
서울특별시 관악구 대학동,11210730,"13,555",24281,17439,77.72808074,55.82554261,0.0014,44.45,880,67.07317073170732,12889.414634146342,56,7409.173469387755,60.15384615,1000,,28271.846153846152,18519.146341463416,,56.91925422042683,5544.647025883524,23395.496247654784,1,9,10,65,54,5,43,143,108,148,47,123,411,5300
서울특별시 관악구 은천동,11210780,"7,701",32395,16078,47.89774848,23.77218707,0.0008,49.69491525423729,4135.593220338983,67.19791666666667,8817.744791666666,45.77777777777778,8429.014814814815,46.64814815,5288.888889,15383.333333333334,36931.41991341992,19487.98429319372,17677.777777777777,52.329689462170435,6667.810428955116,22370.12882943119,,,,76,65,7,47,175,127,4,29,41,329,953
서울특별시 관악구 성현동,11210790,"4,307",28267,12217,35.25415405,15.23684862,0.0004,44.41025641025641,4084.6153846153848,42.795698924731184,7950.627240143369,36.37931034482759,10396.551724137931,41.69565217,9356.086957,14381.25,28985.32881355932,21473.47107438017,18466.666666666668,41.320229462453796,7946.970326474171,20826.67913865154,,,,30,49,5,32,54,54,0,16,20,100,438
서울특별시 관악구 청룡동,11210800,"17,788",35783,24220,73.44343518,49.7107565,0.0018,43.8,2340,63.03098591549296,8857.532394366197,50.26966292134831,10000.280898876405,49.17529215,3819.365609,10263.636363636364,45915.24637681159,21116.377551020407,14319.166666666666,51.56898524671032,6254.2947255606505,22903.606739533756,2,11,13,165,85,20,111,324,195,22,44,91,413,1591
서울특별시 관악구 난곡동,11210810,"6,055",25334,12838,47.16466739,23.90068682,0.0006,38.60144927536232,3623.913043478261,48.27586206896552,5348.275862068966,54.50295857988166,5339.431952662722,17,7000,11447.014925373134,26492.85714285714,16682.653846153848,24000,39.595067481052375,5327.905214552487,19655.63147859603,,,,34,25,9,21,139,96,1,21,26,107,627
서울특별시 관악구 삼성동,11210820,"4,167",19982,9688,43.01197358,20.85376839,0.0004,40,3000,34.186440677966104,7025.169491525424,43.588235294117645,7237.941176470588,43,300,8000,26639.953846153847,16914.772727272728,,40.193668993020935,4390.777666999003,17184.90885780886,,,,28,12,4,39,150,68,5,14,9,82,579
서울특별시 관악구 미성동,11210830,"6,318",29558,14256,44.31818182,21.37492388,0.0006,50.85,1981.6666666666667,58.35294117647059,7143.529411764706,45.60162601626016,6751.739837398374,40.11904762,2584.761905,13045.454545454546,27884.370967741936,19854.689655172413,22690,48.73090370318269,4615.424455207437,20868.628792092226,,,,77,42,9,36,241,127,7,39,43,215,1024
서울특별시 서초구 서초1동,11220510,"4,304",20165,9402,45.77749415,21.34391272,0.0004,67.85,4912.314814814815,109.17297297297296,8565.135135135135,81.66509433962264,10891.891509433965,84.29107981,3004.225352,24838.88235294117,41159.36470588236,32795.260869565216,21436.761363636364,85.74478678,6843.391702845979,30057.56732300628,2,16,18,1049,177,44,143,478,157,32,181,64,432,5771
서울특별시 서초구 서초2동,11220520,"5,080",24680,11370,44.67897977,20.5834684,0.0005,,,83.07619047619048,20184.02380952381,59.22033898305085,10050.847457627118,83.81578947,4794.129555,,58224.782456140354,29446.86440677966,22836.25872093024,75.37077297641378,11676.333607383642,36835.968527950085,,,,1573,486,77,321,502,237,18,280,78,569,7185
서울특별시 서초구 서초3동,11220530,"7,326",32016,15326,47.80112228,22.88230885,0.0007,,,67.11455847,8690.692124105011,76.16056338028169,12321.54647887324,91.01626016,4353.658537,,45690.19078947369,37604.21220159151,27365.16129032258,78.09712734,8455.299046659416,36886.52142712926,2,28,30,3510,293,64,322,509,251,52,269,141,1010,9495
서울특별시 서초구 서초4동,11220540,"2,290",30284,10709,21.38388272,7.561748778,0.0002,,,224.47222222222223,24609.444444444445,84.1,3800,94.2970297,3679.70297,,74876.96666666666,46666.66666666666,24936.666666666668,134.28975064074072,10696.382471481482,48826.76666666666,,,,1165,204,230,150,313,152,7,98,82,442,5956
서울특별시 서초구 잠원동,11220550,"3,507",26812,10743,32.64451271,13.0799642,0.0004,68.94693878,2945.6326530612246,103.5108225108225,19454.943722943724,80.26415094339623,5873.103773584906,93.66666667,4333.333333,19597.69230769231,50694.12595419848,26245.47619047619,20833.33333333333,86.59714472605468,8151.753370647463,29342.656946425075,1,11,12,650,137,79,137,245,125,14,109,53,348,5053
서울특별시 서초구 반포본동,11220560,54,230,113,47.78761062,23.47826087,0,,,,,,,,,,,,,0,0,0,1,6,7,27,21,1,43,86,17,0,19,5,23,3175
서울특별시 서초구 반포1동,11220570,"6,169",33808,14688,42.00027233,18.24716044,0.0006,,,147.6952380952381,41900.73809523809,82.79104478,4778.190298507463,,,,83224.60535117057,23833.64880952381,,115.24314143567875,23339.464196872777,53529.127080347185,2,14,16,411,100,72,145,224,167,21,73,45,284,4791
서울특별시 서초구 반포2동,11220580,922,23305,7600,12.13157895,3.956232568,0.0001,,,210.75539568345323,43307.91366906475,,,,,,89635.70325203252,,,210.75539568345323,43307.91366906475,89635.70325203252,1,8,9,16,28,6,55,50,31,0,5,8,42,3248
서울특별시 서초구 반포3동,11220590,"1,327",23772,8201,16.18095354,5.582197543,0.0001,,,82.13239436619719,24744.91830985916,,,60,500,,69859.23566878981,,15217.5,71.06619718,12622.45915492958,42538.36783439491,,,,42,90,26,96,286,53,0,15,30,113,3794
서울특별시 서초구 반포4동,11220600,"1,803",18473,7025,25.66548043,9.760190548,0.0002,68.36881559,3029,126.75703324808184,31647.048593350384,207.2484076433121,18753.630573248407,,,18681.901785714286,94124.68085106384,54515.89759036145,,134.12475216046462,17809.893055532928,55774.16007571319,3,11,14,235,229,30,43,1277,132,6,34,62,492,5897
서울특별시 서초구 방배본동,11220610,"2,384",20414,7928,30.07063572,11.67826002,0.0002,,,72.5,28250,87.32057416267942,12712.263157894737,91.2,6350,,78000,35025.08296943231,29404,83.67352472089313,15770.75438596491,47476.360989810775,,,,181,110,13,56,231,119,11,40,53,273,4484
서울특별시 서초구 방배1동,11220620,"3,008",16512,7477,40.23003879,18.21705426,0.0003,350,5000,126.25,18337.5,70.83856502242152,8920.260089686099,,,,56986.25,32673.780952380952,,182.36285500747385,10752.586696562032,44830.01547619048,1,3,4,302,76,33,73,169,124,10,53,52,261,4590
서울특별시 서초구 방배2동,11220630,"2,857",18049,7856,36.36710794,15.82913181,0.0003,,,127.47619047619048,39571.42857142857,63.11111111111112,10006.349206349209,100,9351.25,,67760.13461538461,32459.72314049587,32740,96.86243386243386,19643.00925925926,44319.95259,1,10,11,309,81,18,93,159,107,3,70,43,352,4712
서울특별시 서초구 방배3동,11220640,"1,313",15882,5908,22.22410291,8.267220753,0.0001,61.743427970557306,6731.677181913775,83.65060240963855,27874.66265060241,66.55555555555556,14405.37037037037,61.64285714,1357.142857,24076.402985074623,64271.2963,31689.29411764706,17214.285714285714,68.39811076893785,12592.213264971639,34312.819778325924,1,16,17,118,49,5,40,108,70,4,44,16,90,4071
서울특별시 서초구 방배4동,11220650,"3,421",22782,9574,35.73219135,15.01624089,0.0003,73.33333333333333,7666.666666666667,103.23899371069184,12650.943396226416,80.35321100917432,11504.979357798164,86.5,2571.428571,,44922.51937984496,37971.333333333336,22888.88888888889,85.85638451329987,8598.504497922811,35260.913867355725,,,,389,126,40,107,249,171,7,70,45,295,5066
서울특별시 서초구 양재1동,11220660,"6,296",41988,17812,35.34695711,14.99476041,0.0006,68.66666666666667,11421.56862745098,52.00806451612903,10655.897849462366,59.689156626506026,10175.53253012048,61.15702479,3904.958678,20645.5,29077.95515695068,33215.68488745981,16980.301587301587,60.380228149825435,9039.489421258457,24979.860407928016,2,66,68,837,180,29,95,344,157,6,144,85,563,6047
서울특별시 서초구 양재2동,11220670,"5,684",21296,10999,51.67742522,26.6904583,0.0006,55.88324175824176,4809.876373626374,95,7666.666666666667,62.333333333333336,9654.844919786095,52.32307692,2770.769231,21171.79220779221,34787.08108108108,30502.536352800955,15760.346153846154,66.38491300289377,6225.539297769783,25555.438948880103,1,50,51,904,130,16,117,463,216,19,186,84,625,6377
서울특별시 서초구 내곡동,11220680,"2,205",17196,7153,30.82622676,12.82274948,0.0002,94.53125,13464.583333333334,38.50470219435736,11166.376175548588,108,19000,73.94350282,2092.090395,33161.666666666664,32818.979338842975,50200,21259.64285714286,78.74486375358934,11430.76247597048,34360.072215663124,1,53,54,121,40,12,32,102,19,1,22,11,89,4076
서울특별시 강남구 신사동,11230510,"2,572",15442,6723,38.25673063,16.65587359,0.0003,75.96453901,4401.737588652482,,,82.48672566371681,6117.256637168141,98.03571429,2919.642857,21387.18888888889,21880,26190.243902439022,19205,85.49565965457226,4479.545694273541,22165.608197831978,2,9,11,1023,256,308,117,773,359,21,125,85,889,6608
서울특별시 강남구 개포3동,11230511,"2,547",16832,7379,34.5168722,15.13189163,0.0003,,,94.43243243243244,14284.054054054051,,,71.83783784,2391.891892,,39533.24256651017,,19105.96,83.13513513621622,8337.972973027026,29319.601283255084,1,9,10,43,16,8,38,70,24,0,10,11,65,2721
서울특별시 강남구 논현1동,11230520,"9,351",21040,13567,68.92459645,44.44391635,0.0009,,,98.25316455696202,5515.329113924051,101.41941074523398,5874.984402079723,83.10714286,6675,,33170,28899.20249221184,24627.272727272728,94.25990605406533,6021.7711720012585,28898.825073161523,3,11,14,1582,184,232,247,660,371,41,269,129,867,7272
서울특별시 강남구 논현2동,11230530,"6,434",20407,11233,57.27766403,31.52839712,0.0006,76.45167464114833,3866.266028708134,78.66055045871559,9747.562691,103.37058823529412,8817.317647058824,130.1153846,5615.384615,20687.063670411982,52726.80869565217,32330.00405,31108.772727272728,97.14954948378951,7011.632745474614,34213.16228547997,3,9,12,1838,222,126,224,614,343,25,291,112,1037,7543
서울특별시 강남구 삼성1동,11230580,"1,983",12150,5238,37.85796105,16.32098765,0.0002,78.54285714285714,4797.873015873016,316.35185185185185,5192.592592592592,103.54666666666668,8430.56,102.9295775,4099.295775,22171.33628318584,52918.875,34296.698795180724,26371.49019607843,150.3427382903439,5630.080345866401,33939.600068611246,3,17,20,1003,127,51,158,643,113,22,172,64,731,5881
서울특별시 강남구 삼성2동,11230590,"6,047",30593,13833,43.71430637,19.76595953,0.0006,,,100.5030303030303,12774.246464646463,87.11347517730496,7142.052009456264,101.1,7615,,56001.87064676617,32524.652777777777,28171.304347826088,96.23883516011176,9177.099491367577,38899.27592412335,4,10,14,1296,227,50,271,358,210,26,166,60,529,6017
서울특별시 강남구 대치1동,11230600,567,23889,7226,7.846664821,2.373477333,0.0001,,,173.4375,45634.375,44,18333.33333333333,164.2307692,2461.538462,,82187.18987341772,52857.142857142855,,127.2227564,22143.08226511111,67522.16636528028,1,16,17,31,206,36,78,122,73,1,6,37,131,3565
서울특별시 강남구 대치4동,11230630,"5,397",18638,9748,55.36520312,28.95696963,0.0005,,,103.65116279069768,5099.922480620155,75.91115311909263,7950.134215500945,86.31372549,6644.019608,,34759.11111111111,32716.136200716846,25211.22448979592,88.62534713326345,6564.692101,30895.490600541292,,,,532,598,48,193,463,216,37,91,151,707,5890
서울특별시 강남구 역삼1동,11230640,"17,495",34131,23580,74.1942324,51.2583868,0.0018,,,91.09282700421942,7865.210970464135,85.75463623,6946.299572039943,79.19310345,6427.149425,,42435.65546218488,28298.926782273604,23256.960099750624,85.34685556272363,7079.553323,31330.514114736365,7,33,40,4633,755,333,838,1402,669,123,637,339,2507,15100
서울특별시 강남구 역삼2동,11230650,"6,539",36398,15647,41.79075861,17.96527282,0.0007,73.09728718428438,4261.898036,159.7126213592233,19393.233009708736,73.37942122186494,9100.549839228295,84.22113022,4672.076167,20670.24250681199,64383.562,30642.878661087867,22393.079831932773,97.60261499634316,9356.939262984257,34522.44074995816,,,,1150,235,66,334,414,164,46,190,92,551,6116
