행정구역_x,행정구역분류,2023년_계_총세대수,2023년_계_총인구수,2023년_세대수(전체세대),지역별 1인세대 / 지역별 전체세대,지역별 1인가구 / 전체인구비,지역별 1인가구수 / 전국 1인가구수비,montly-avg_단독다가구,dep-avg_단독다가구_월세,montly-avg_아파트,dep-avg_아파트_월세,montly-avg_연립다세대,dep-avg_연립다세대_월세,montly-avg_오피스텔,dep-avg_오피스텔_월세,dep-avg_단독다가구_전세,dep-avg_아파트_전세,dep-avg_연립다세대_전세,dep-avg_오피스텔_전세,montly-avg_mean,dep-avg_rent_mean,dep-avg_deposit_mean,count_도시철도,count_bus,count_transport,sum_과학·기술,sum_교육,sum_보건의료,sum_부동산,sum_소매,sum_수리·개인,sum_숙박,sum_시설관리·임대,sum_예술·스포츠,sum_음식,sum_all_shop
충청남도 금산군 금성면,34510310,935,3119,1783,52.43970836,29.97755691,0.0001,30,300,,,15,300,,,,,,,22.5,300,0,,,,8,6,0,0,48,14,8,6,2,22,3164
충청남도 금산군 제원면,34510320,848,2726,1601,52.96689569,31.10785033,0.0001,,,,,,,,,25000,,,,0,0,25000,,,,12,12,0,4,74,16,18,18,14,78,3704
충청남도 금산군 부리면,34510330,743,2389,1425,52.14035088,31.10087903,0.0001,50,500,,,,,,,,,,,50,500,0,,,,4,2,0,0,58,6,42,4,12,26,3336
충청남도 금산군 군북면,34510340,738,2385,1376,53.63372093,30.94339623,0.0001,30,1600,,,,,,,10000,,,,30,1600,10000,,,,2,4,2,0,56,8,10,6,10,28,126
충청남도 금산군 남일면,34510350,726,2768,1423,51.018974,26.2283237,0.0001,,,,,,,,,,,,,0,0,0,,,,4,0,2,0,48,2,10,4,0,36,158
충청남도 금산군 남이면,34510360,603,2025,1153,52.29835212,29.77777778,0.0001,30,7500,,,,,,,,,,,30,7500,0,,,,2,0,0,0,42,0,12,2,2,24,190
충청남도 금산군 진산면,34510370,"1,086",3144,1889,57.49073584,34.54198473,0.0001,29.166666666666668,1600,,,30,10000,,,15500,,10875,,29.583333333333336,5800,13187.5,,,,20,10,0,10,94,16,52,12,6,156,626
충청남도 금산군 복수면,34510380,932,2906,1707,54.59871119,32.07157605,0.0001,70,1600,20,250,,,,,,900,,,45,925,900,,,,16,8,2,4,100,22,26,28,4,146,710
충청남도 금산군 추부면,34510390,"1,789",5806,3298,54.24499697,30.81295212,0.0002,37.55555555555556,1077.7777777777778,26.1,402,35,20,,,1503.3333333333333,2566.6666666666665,,,32.885185185185186,499.9259259259259,2035,,,,30,8,4,34,284,80,22,32,38,346,1346
충청남도 부여군 부여읍,34530110,"4,317",18528,9426,45.79885423,23.29987047,0.0004,40.34782608695652,793.4782608695652,30.33333333333333,552.25,44,1757.142857142857,,,7611.111111111111,5478.571428571428,9146.666666666666,,38.227053140096615,1034.2903726708075,7412.116402116403,,,,174,84,30,54,1034,408,124,162,124,1086,5646
충청남도 부여군 규암면,34530310,"2,491",11658,5700,43.70175439,21.36730142,0.0003,30.666666666666668,233.3333333333333,24,1318.529411764706,38.333333333333336,2000,41.66666667,500,25000,8857.142857142857,,5000,33.666666667499996,1012.9656862745098,12952.380952380952,,,,28,24,0,6,402,88,36,28,18,278,924
충청남도 부여군 은산면,34530320,900,3568,1945,46.27249357,25.22421525,0.0001,30,100,,,,,,,,,3000,,30,100,3000,,,,12,6,0,6,64,26,8,12,6,114,336
충청남도 부여군 외산면,34530330,662,2216,1306,50.68912711,29.87364621,0.0001,,,,,,,,,3000,,,,0,0,3000,,,,0,2,0,2,62,14,8,2,4,86,324
충청남도 부여군 내산면,34530340,378,1466,826,45.76271186,25.78444748,0,,,,,,,,,,,,,0,0,0,,,,0,0,0,0,24,2,0,0,6,32,188
충청남도 부여군 구룡면,34530350,611,2231,1255,48.68525896,27.38682205,0.0001,,,,,,,,,4000,,,,0,0,4000,,,,12,0,0,4,40,34,4,6,2,32,456
충청남도 부여군 홍산면,34530360,700,2693,1492,46.91689008,25.993316,0.0001,27.5,1000,,,,,,,,,,,27.5,1000,0,,,,10,4,2,8,156,52,6,4,12,152,914
충청남도 부여군 옥산면,34530370,404,1370,804,50.24875622,29.48905109,0,,,,,,,,,,,,,0,0,0,,,,2,6,0,0,10,2,4,0,2,10,504
충청남도 부여군 남면,34530380,467,1725,978,47.75051125,27.07246377,0,,,,,,,,,,,,,0,0,0,,,,2,4,0,0,16,4,0,2,2,16,594
충청남도 부여군 충화면,34530390,365,1090,669,54.55904335,33.48623853,0,,,,,,,,,5000,,,,0,0,5000,,,,2,0,0,0,14,2,0,4,0,6,494
충청남도 부여군 양화면,34530400,532,1608,985,54.01015228,33.08457711,0.0001,,,,,,,,,,,,,0,0,0,,,,2,2,0,0,30,6,6,4,2,24,896
충청남도 부여군 임천면,34530410,814,2686,1558,52.24646983,30.30528667,0.0001,,,,,,,,,,,,,0,0,0,,,,12,6,0,4,48,30,0,4,2,54,1038
충청남도 부여군 장암면,34530420,737,2538,1456,50.61813187,29.03861308,0.0001,,,,,,,,,,,,,0,0,0,,,,4,2,2,2,28,4,6,8,0,22,1098
충청남도 부여군 세도면,34530430,808,2943,1668,48.441247,27.45497791,0.0001,30,1000,,,,,,,,,,,30,1000,0,,,,4,2,0,2,52,20,4,4,0,44,1190
충청남도 부여군 석성면,34530440,688,2694,1446,47.57952974,25.53823311,0.0001,,,,,,,,,,,,,0,0,0,,,,8,0,0,4,58,26,0,0,2,52,992
충청남도 부여군 초촌면,34530450,567,2032,1153,49.17606245,27.90354331,0.0001,25,500,,,,,,,3180,,,,25,500,3180,,,,2,2,2,0,32,12,0,4,6,32,1198
충청남도 서천군 장항읍,34540110,"2,979",10925,5876,50.69775357,27.26773455,0.0003,34.875,984.375,19.08,1547.62,53.75,1200,,,3300,6750,4800,,35.901666666666664,1243.9983333333332,4950,,,,62,26,8,32,362,154,66,52,58,472,2034
충청남도 서천군 서천읍,34540120,"2,422",12950,6113,39.62048094,18.7027027,0.0002,32.77777777777778,500,11.894736842105264,3021.4210526315787,36.142857142857146,660.7142857142857,38.33333333,900,5666.666666666667,,4812.5,,29.78717627318505,1270.5338345864661,5239.583333333334,,,,114,58,18,58,758,304,16,88,70,646,2986
충청남도 서천군 마서면,34540310,"1,298",4580,2582,50.27110767,28.34061135,0.0001,,,23.666666666666668,1500,,,,,4000,4000,,,23.666666666666668,1500,4000,,,,8,8,2,6,106,20,20,22,20,108,2388
충청남도 서천군 화양면,34540320,600,2107,1223,49.05968929,28.47650688,0.0001,30,1000,,,,,,,,,,,30,1000,0,,,,0,0,2,0,20,12,8,4,0,16,1342
충청남도 서천군 기산면,34540330,470,1518,904,51.99115044,30.96179183,0,,,,,,,,,,,,,0,0,0,,,,0,2,0,0,22,10,0,2,8,8,1476
충청남도 서천군 한산면,34540340,727,2370,1393,52.18951902,30.67510549,0.0001,,,,,,,,,,,,,0,0,0,,,,8,2,0,3,88,34,6,8,8,74,2421
충청남도 서천군 마산면,34540350,411,1397,801,51.31086142,29.42018611,0,,,,,,,,,,,,,0,0,0,,,,2,4,0,4,14,8,0,0,0,12,1552
충청남도 서천군 시초면,34540360,356,1196,692,51.44508671,29.76588629,0,,,,,,,,,,,,,0,0,0,,,,4,2,0,0,16,4,0,0,2,2,1624
충청남도 서천군 문산면,34540370,388,1192,726,53.44352617,32.55033557,0,,,,,,,,,,,,,0,0,0,,,,4,2,0,2,16,4,4,0,0,16,1912
충청남도 서천군 판교면,34540380,592,1959,1159,51.07851596,30.21949974,0.0001,30,2000,,,,,,,7350,,,,30,2000,7350,,,,2,2,2,0,44,18,2,6,0,46,2234
충청남도 서천군 종천면,34540390,656,1998,1180,55.59322034,32.83283283,0.0001,,,,,,,,,3000,,,,0,0,3000,,,,6,6,2,0,28,12,16,8,4,22,2568
충청남도 서천군 비인면,34540400,815,2826,1625,50.15384615,28.8393489,0.0001,20,100,,,,,,,,,,,20,100,0,,,,4,0,0,6,78,26,44,8,4,82,2598
충청남도 서천군 서면,34540410,"1,142",4098,2269,50.33054209,27.86725232,0.0001,40,700,,,,,,,,,2000,,40,700,2000,,,,10,6,0,8,220,32,132,16,58,248,3470
충청남도 청양군 청양읍,34550110,"2,957",10171,5509,53.67580323,29.07285419,0.0003,37.25,437.5,17,1438.59375,45.77777777777778,1588.888888888889,30,100,2800,13500,7050,,32.50694444444444,891.2456597222222,7783.333333333333,,,,96,30,14,32,598,196,28,36,72,600,4354
충청남도 청양군 운곡면,34550310,643,2069,1206,53.31674959,31.07781537,0.0001,25,500,,,,,,,,,,,25,500,0,,,,4,6,0,0,20,2,2,2,6,36,344
충청남도 청양군 대치면,34550320,628,2209,1244,50.48231511,28.42915346,0.0001,50,500,,,,,,,,,,,50,500,0,,,,4,2,0,2,46,8,28,2,8,60,546
충청남도 청양군 정산면,34550330,992,3456,1910,51.93717277,28.7037037,0.0001,,,,,,,,,3375,,,,0,0,3375,,,,12,6,0,8,86,44,6,12,10,202,886
충청남도 청양군 목면,34550340,394,1485,821,47.99025579,26.53198653,0,50,500,,,,,,,,,,,50,500,0,,,,4,0,0,2,40,4,2,2,2,14,612
충청남도 청양군 청남면,34550350,475,1815,1004,47.31075697,26.1707989,0,15,500,,,,,,,,,,,15,500,0,,,,2,2,0,0,24,8,2,0,0,22,550
충청남도 청양군 장평면,34550360,546,2218,1193,45.76697402,24.61677187,0.0001,20,1000,,,,,,,,,,,20,1000,0,,,,2,2,0,0,36,12,4,4,4,54,874
충청남도 청양군 남양면,34550370,745,2592,1479,50.37187289,28.74228395,0.0001,,,,,,,,,,,,,0,0,0,,,,2,4,0,0,48,2,4,2,6,46,950
충청남도 청양군 화성면,34550380,602,2088,1190,50.58823529,28.83141762,0.0001,,,,,,,,,,,,,0,0,0,,,,0,2,0,2,38,12,4,2,8,42,1000
충청남도 청양군 비봉면,34550390,583,2065,1166,50,28.23244552,0.0001,,,,,,,,,,,,,0,0,0,,,,0,6,0,0,42,6,2,2,4,38,982
충청남도 홍성군 홍성읍,34560110,"7,862",35416,17456,45.03895509,22.1990061,0.0008,37.343434343434346,757.0707071,24.796296296296298,1766.1944444444443,31.928571428571427,1285.7142857142858,30,500,5031.25,6789.078947368421,5555.555555555556,,31.01707551707552,1077.2448593146826,5791.9615009746585,,,,378,134,36,124,1630,866,60,230,230,1828,6584
충청남도 홍성군 광천읍,34560120,"2,025",7786,4241,47.7481726,26.00821988,0.0002,16.666666666666668,136.66666666666666,21.285714285714285,1212,,,,,,4500,7166.666666666667,,18.976190476190474,674.3333333333334,5833.333333333334,,,,18,0,2,16,442,154,36,32,28,322,2116
충청남도 홍성군 홍북읍,34560130,"4,279",30812,12746,33.57131649,13.88744645,0.0004,45.39393939393939,2594.5454545454545,21.56410256410257,3726.2586399108136,,,40.33333333,745.6140351,10000,10822.610169491523,,6453.571428571428,35.763791762680654,2355.4727098520893,9092.060533,,,,128,142,22,104,352,210,18,82,86,846,3254
충청남도 홍성군 금마면,34560320,869,3342,1853,46.89692391,26.00239378,0.0001,30,200,29,970,,,,,8000,5250,,,29.5,585,6625,,,,4,6,0,0,100,34,6,14,4,48,2258
충청남도 홍성군 홍동면,34560330,748,3398,1750,42.74285714,22.01294879,0.0001,42.5,3750,,,47.5,1000,,,12000,,7300,,45,2375,9650,,,,8,14,2,2,42,10,4,6,16,28,2606
충청남도 홍성군 장곡면,34560340,736,2769,1552,47.42268041,26.57999278,0.0001,20,200,,,,,,,3500,,,,20,200,3500,,,,8,4,0,0,38,12,6,6,6,36,2290
충청남도 홍성군 은하면,34560350,582,2153,1204,48.33887043,27.0320483,0.0001,,,,,,,,,10000,,,,0,0,10000,,,,8,0,2,2,52,4,0,4,0,14,1944
충청남도 홍성군 결성면,34560360,537,1992,1141,47.06397897,26.95783133,0.0001,,,,,,,,,,,,,0,0,0,,,,8,2,0,0,22,18,2,0,2,52,2160
충청남도 홍성군 서부면,34560370,743,3070,1660,44.75903614,24.2019544,0.0001,55,600,,,,,,,,,,,55,600,0,,,,4,2,0,8,118,16,74,8,22,306,3222
충청남도 홍성군 갈산면,34560380,998,3385,1963,50.84055018,29.48301329,0.0001,60,1000,,,35,3000,,,2000,,5111.111111111111,,47.5,2000,3555.5555555555557,,,,10,2,2,10,122,56,4,10,6,140,3304
충청남도 홍성군 구항면,34560390,929,3401,1897,48.97206115,27.31549544,0.0001,,,,,,,,,,3033.333333333333,5000,,0,0,4016.6666666666665,,,,6,2,0,2,52,22,8,10,6,68,3038
충청남도 예산군 예산읍,34570110,"6,351",31041,15121,42.0011904,20.46003673,0.0006,39.77272727272727,645.4545454545455,20.435294117647057,2770.788235294118,36,853.8461538461538,,,4876.666666666667,5872.727272727273,3936,,32.06934046345811,1423.3629781982725,4895.131313131314,,,,248,84,30,62,1244,554,120,174,204,1426,7118
충청남도 예산군 삽교읍,34570120,"3,045",14767,7184,42.38585746,20.62030202,0.0003,39.285714285714285,642.8571428571429,18.428571428571427,1973.190476190476,25.33333333333333,983.3333333333334,41.66666667,376.1904762,8066.666666666667,8621,5093.75,7730.555555555556,31.17857142940476,993.8928571,7377.993055555556,,,,84,26,2,48,242,116,14,44,48,444,4134
충청남도 예산군 대술면,34570310,623,2329,1325,47.01886792,26.74967797,0.0001,40,3000,,,,,,,2700,,,,40,3000,2700,,,,12,4,0,4,22,14,0,8,12,34,670
충청남도 예산군 신양면,34570320,777,2902,1621,47.93337446,26.77463818,0.0001,,,30,1000,,,,,,3000,,,30,1000,3000,,,,6,8,0,2,64,20,6,10,0,58,834
충청남도 예산군 광시면,34570330,805,2950,1663,48.40649429,27.28813559,0.0001,,,,,,,,,7000,,,,0,0,7000,,,,2,2,2,4,50,22,4,10,12,92,1092
충청남도 예산군 대흥면,34570340,484,1683,973,49.74306269,28.75816993,0,32.5,300,,,,,,,,,,,32.5,300,0,,,,4,2,0,10,50,10,16,4,22,66,1118
충청남도 예산군 응봉면,34570350,649,2384,1316,49.31610942,27.22315436,0.0001,55,500,36.833333333333336,1216.6666666666667,,,,,,2000,,,45.91666666666667,858.3333333333334,2000,,,,6,8,0,16,92,16,26,10,16,144,1372
충청남도 예산군 덕산면,34570360,"1,667",6418,3407,48.92867625,25.97382362,0.0002,32.5,1250,35,500,24.25,1337.5,,,4333.333333333333,4333.333333333333,4333.333333333333,,30.583333333333332,1029.1666666666667,4333.333333333333,,,,36,12,2,36,304,138,128,22,62,634,2554
충청남도 예산군 봉산면,34570370,615,2395,1308,47.01834862,25.67849687,0.0001,,,22.666666666666668,2000,60,1000,,,6000,4000,8000,,41.333333333333336,1500,6000,,,,6,4,0,0,20,6,0,0,2,20,896
충청남도 예산군 고덕면,34570380,"1,060",4234,2295,46.18736383,25.03542749,0.0001,40,1000,,,33.333333333333336,666.6666666666666,,,,,,,36.66666666666667,833.3333333333333,0,,,,16,6,2,8,118,40,4,14,0,124,1520
충청남도 예산군 신암면,34570390,877,3303,1843,47.58545849,26.55161974,0.0001,26,340,25.5,300,,,,,,,,,25.75,320,0,,,,4,0,0,0,60,16,2,10,2,56,1216
충청남도 예산군 오가면,34570400,"1,056",3948,2189,48.24120603,26.74772036,0.0001,55,1000,25,825,30,1500,,,,2850,7500,,36.666666666666664,1108.3333333333333,5175,,,,12,2,2,8,88,34,6,18,4,74,1704
충청남도 태안군 태안읍,34580110,"6,539",29071,14577,44.85833848,22.49320629,0.0007,38.78787878787879,717.4242424242424,33.50819672131148,886.0163934,38.09090909090909,1039.3939393939395,40,500,5703.125,5440.909090909091,6922.368421052632,10000,37.59674615002484,785.7086438152012,7016.600628,,,,198,78,20,134,1214,538,98,150,134,1240,5150
충청남도 태안군 안면읍,34580120,"2,484",8129,4678,53.09961522,30.55726412,0.0003,32.5,200,,,60,1000,,,7300,,,,46.25,600,7300,,,,26,30,2,24,422,74,904,42,74,570,3584
충청남도 태안군 고남면,34580310,706,2283,1346,52.45170877,30.92422251,0.0001,,,,,,,,,,,,,0,0,0,,,,0,0,0,4,98,10,206,4,30,70,2314
충청남도 태안군 남면,34580320,"1,385",4253,2521,54.93851646,32.56524806,0.0001,36.66666666666666,66.66666666666667,,,20,1000,,,2000,,,,28.33333333333333,533.3333333333334,2000,,,,22,20,0,12,244,4,598,12,54,206,3696
충청남도 태안군 근흥면,34580330,"1,705",5349,3201,53.26460481,31.87511684,0.0002,39.75,1125,,,,,,,14660,,,,39.75,1125,14660,,,,8,2,0,4,218,22,196,14,46,260,3368
충청남도 태안군 소원면,34580340,"1,675",5194,3131,53.49728521,32.24874856,0.0002,18.5,150,,,40,500,,,14000,,,,29.25,325,14000,,,,12,8,0,12,182,10,310,18,28,208,3474
충청남도 태안군 원북면,34580350,"1,392",4323,2589,53.76593279,32.19986121,0.0001,90,1000,,,,,,,20000,4000,,,90,1000,12000,,,,12,4,2,4,112,24,220,8,18,158,3546
충청남도 태안군 이원면,34580360,677,2182,1275,53.09803922,31.02658112,0.0001,,,,,,,,,20000,,,,0,0,20000,,,,10,2,0,2,46,8,112,2,12,36,3132
전라북도 전주시 완산구 동서학동,35011600,"1,568",5905,3126,50.15994882,26.55376799,0.0002,40.833333333333336,1341.6666666666667,29.11111111111111,1000,34.333333333333336,511.1111111111111,,,9300,4000,,,34.75925925925926,950.9259259259261,6650,,,,17,6,0,6,64,22,33,7,5,79,284
전라북도 전주시 완산구 서서학동,35011610,"2,153",8050,4356,49.42607897,26.74534161,0.0002,23.066666666666663,867,22.11764705882353,834.2352941176471,27.75,525,,,2500,4580,3529,,24.311437908496732,742.0784314,3536.3333333333335,,,,21,8,3,5,81,36,17,9,6,49,331
전라북도 전주시 완산구 중화산1동,35011620,"2,529",13665,6333,39.93368072,18.50713502,0.0003,31.884615384615383,2365.3846153846152,33.82352941,3182.3529411764707,30.071428571428573,328.57142857142856,,,8650,8118.75,9545.454545454546,,31.926524455936217,1958.769661710838,8771.401515151514,,,,31,21,13,17,154,76,32,12,24,210,704
전라북도 전주시 완산구 중화산2동,35011630,"4,407",19147,9227,47.76200282,23.01666057,0.0004,33.38484848484848,2307.878787878788,30.53846153846154,3502.6153846153848,29.65,712.5,,,8378.096774,7500,8194.117647058823,,31.191103341103343,2174.3313908313908,8024.071473750791,,,,236,95,17,78,402,237,1,77,101,505,1911
전라북도 전주시 완산구 평화1동,35011640,"4,026",12069,7057,57.04973785,33.35819041,0.0004,29.692307692307693,2370.192307692308,20.96923076923077,2669.4615384615386,31.88888888888889,1727.7777777777778,,,11633.333333333334,6488.636363636364,10375,,27.516809116809117,2255.810541310542,9498.989899,,,,12,3,1,8,90,44,0,5,15,120,497
전라북도 전주시 완산구 평화2동,35011650,"5,952",43693,18573,32.04651914,13.62231936,0.0006,32.10447761,2218.6567164179105,32.75352112676056,3137.7535211267605,21.25,5750,,,8088.235294117647,11626.694214876034,7623.25,,28.702666245586855,3702.1367458482237,9112.726502997893,,,,69,82,24,42,383,187,2,25,94,421,1613
전라북도 전주시 완산구 서신동,35011660,"6,633",39543,17553,37.78841224,16.7741446,0.0007,32.260162601626014,1641.0569105691056,46.95336787564767,3986.269430051813,11,100,55,1000,6723.529411764706,14287.407196969696,2750,10000,36.30338261931842,1681.8315851552297,8440.234152,,,,117,125,49,62,601,262,18,53,98,605,2333
전라북도 전주시 완산구 삼천1동,35011670,"1,974",11631,5314,37.14715845,16.97188548,0.0002,,,33.04761904761905,2467.8571428571427,40,3000,,,,9799.305555555557,,,36.523809523809526,2733.9285714285716,9799.305555555557,,,,34,18,2,13,109,47,1,19,13,101,764
전라북도 전주시 완산구 삼천2동,35011680,"2,573",12582,6117,42.06310283,20.44984899,0.0003,28.428571428571427,2054.969387755102,30.69090909090909,1494.3636363636365,47.5,2000,,,5481.818181818182,7219.298245614035,19937.5,,35.53982683982684,1849.7776747062462,10879.538809144073,,,,33,23,2,25,244,109,1,38,35,241,1234
전라북도 전주시 완산구 삼천3동,35011690,"3,086",20961,9122,33.83030037,14.72258003,0.0003,87,2633.333333333333,34.742574257425744,2623.8217821782177,37.1875,3768.75,,,17500,13043.918918918918,8133.333333333333,,52.97669141914192,3008.635039,12892.417417417419,,,,36,50,5,39,136,72,4,20,64,268,1254
전라북도 전주시 완산구 효자1동,35011700,"2,214",13058,5960,37.14765101,16.9551233,0.0002,30.831460674157302,1680.3370786516855,24.181818181818183,1181.8181818181818,27.8,2880,,,7627.272727272727,13026.666666666666,6440.285714285715,,27.60442628532516,1914.0517534899557,9031.408369,,,,34,23,1,34,134,65,1,12,14,86,1032
전라북도 전주시 완산구 효자2동,35011710,"1,827",9203,4449,41.06540796,19.8522221,0.0002,,,28.022222222222226,2955.555555555556,26.666666666666668,3166.6666666666665,,,,8605.306122,6000,,27.34444444444445,3061.1111111111113,7302.653061,,,,75,20,6,34,192,92,0,41,22,168,1266
전라북도 전주시 완산구 효자3동,35011720,"1,752",13995,5952,29.43548387,12.5187567,0.0002,,,42.25,2185,45,1000,,,,11543.26923076923,,,43.625,1592.5,11543.26923076923,,,,18,35,14,20,182,63,0,9,28,161,1208
전라북도 전주시 완산구 중앙동,35011740,"2,299",9759,4934,46.59505472,23.55774157,0.0002,33.733333333333334,1036.6666666666667,74.43478260869566,5217.391304347826,31.666666666666668,1857.6666666666667,,,7900,21191.071428571428,4000,,46.61159420289855,2703.908212560387,11030.357142857143,,,,157,43,12,31,894,158,64,71,46,599,2899
전라북도 전주시 완산구 풍남동,35011750,"1,426",3663,2294,62.16216216,38.92983893,0.0001,53.5,2261.111111111112,,,5,237,,,7285.714285714285,1800,,,29.25,1249.055555555556,4542.857142857143,,,,106,47,8,11,518,55,281,83,29,452,2463
전라북도 전주시 완산구 노송동,35011760,"2,748",10556,5525,49.73755656,26.0325881,0.0003,34.10606060606061,2608.333333333333,5,6500,35,1000,,,6941.935483870968,11925,5000,,24.702020202020204,3369.444444444444,7955.645161290323,,,,125,33,7,28,385,79,31,58,13,201,1888
전라북도 전주시 완산구 완산동,35011770,"1,323",4964,2628,50.34246575,26.65189363,0.0001,25.545454545454547,2600,25,500,,,,,7750,,3750,,25.272727272727273,1550,5750,,,,11,5,1,7,57,31,5,12,2,31,1152
전라북도 전주시 완산구 효자4동,35011780,"6,079",38615,16561,36.70672061,15.74258708,0.0006,40.80061349693251,2770.5674846625766,12.588235294117649,2855.6,15,2000,60,1000,9641.428571,12333.333333333334,10120,14000,32.097212197762545,2156.541871165644,11523.690476190477,,,,103,149,30,80,404,284,4,60,84,464,2687
전라북도 전주시 완산구 효자5동,35011790,"9,444",36119,18295,51.62066138,26.14690329,0.001,33.86026615969582,2890.332699619772,51.10638298,2610.6382978723404,35,500,52.85416667,1899.305556,8190.820408163266,11658.860215053764,14700,11445.454545454546,43.20520395210481,1975.0691383730282,11498.783792167895,,,,459,170,55,143,674,500,15,119,125,963,4280
전라북도 전주시 덕진구 인후1동,35012540,"2,517",17420,7414,33.94928514,14.4489093,0.0003,,,47.57142857142857,3314.285714285714,35.6,720,,,,17132.14285714286,5125,,41.58571428571429,2017.142857142857,11128.57142857143,,,,29,35,11,13,157,89,5,17,37,160,2393
전라북도 전주시 덕진구 인후2동,35012550,"3,026",10403,5744,52.6810585,29.08776315,0.0003,29.080459770114945,1294.8275862068965,58.61538461538461,4809.179487179487,27.5,1450,30,200,7350.357142857143,17833.333333333332,8375,,36.29896109637489,1938.501768346596,11186.230158730157,,,,56,12,5,24,257,104,2,43,13,176,2586
전라북도 전주시 덕진구 인후3동,35012560,"6,304",30384,14397,43.78690005,20.74776198,0.0006,31.830815709969787,1469.6012084592146,44.95121951219512,2238.414634146341,28.61904761904762,1123.809523809524,,,7259.848484848485,11085.33116883117,4990.238095238095,,35.13369428040418,1610.6084554716933,7778.472582972583,,,,125,78,12,39,307,209,0,39,58,413,3021
전라북도 전주시 덕진구 덕진동,35012570,"5,761",20607,10843,53.13105229,27.95651963,0.0006,37.81702127659575,1688.4255319148936,21.323529411764707,6348.080882352941,31.714285714285715,733.4761904761905,47.53846154,1024.102564,8037.685185185185,16352.964968152866,5868.066666666667,10812.5,34.59832448566155,2448.5212921860066,10267.804205001179,,,,170,68,15,86,424,209,45,66,101,500,3644
전라북도 전주시 덕진구 금암1동,35012580,"4,207",7815,5569,75.54318549,53.83237364,0.0004,34.80161943319838,1219.2307692307693,49.23076923076923,4751.769230769231,32.11538461538461,1146.1538461538462,60,2000,7115.476190476191,17950.555555555555,6209.677419354839,,44.03694331983806,2279.288461538462,10425.236388462195,,,,60,28,6,31,197,90,60,63,38,352,2900
전라북도 전주시 덕진구 금암2동,35012590,"2,693",9530,5152,52.27096273,28.25813221,0.0003,,,51.375,3343.75,34.4,440,,,,10361.111111111111,3958.6666666666665,,42.8875,1891.875,7159.888888888889,,,,42,15,8,16,157,65,6,34,17,115,2472
전라북도 전주시 덕진구 팔복동,35012600,"2,814",7570,4611,61.02797658,37.17305152,0.0003,31.185185185185187,716.6666666666666,13.375,3165.1704545454545,20,6250,,,4444.444444444444,6100,5750,,21.520061728395063,3377.27904,5431.481481481482,,,,64,12,1,19,175,189,0,52,11,112,2462
전라북도 전주시 덕진구 우아1동,35012610,"2,711",12165,5984,45.30414439,22.28524455,0.0003,29.972602739726028,1920.136986,45.84444444444444,4371.111111111111,25,750,,,6960,16224.806818181818,6400,,33.60568239472349,2347.082699037037,9861.602272727272,,,,45,30,3,26,204,98,42,28,25,240,742
전라북도 전주시 덕진구 우아2동,35012620,"4,189",13978,7646,54.78681664,29.96852196,0.0004,31.580645161290324,1827.741935483871,38.875,937.5,30.5625,755.25,55,500,6754.929577464789,6845.454545454545,7950,,39.00453629032258,1005.1229838709678,7183.461374306445,,,,64,22,3,41,216,127,80,34,73,455,1144
전라북도 전주시 덕진구 호성동,35012630,"2,390",18772,7880,30.32994924,12.73172811,0.0002,33.333333333333336,1333.3333333333333,32.71844660194175,2683.495145631068,,,,,9000,9747.242647058823,,,33.02588996763754,2008.4142394822006,9373.621323529413,,,,24,35,5,30,152,71,0,22,33,156,585
전라북도 전주시 덕진구 송천1동,35012650,"6,040",64901,24246,24.91132558,9.306482181,0.0006,31.01418439716312,2642.9929078014184,29.695652173913043,9553.508951,48.333333333333336,2833.333333333333,49.46666667,546.6666667,7581.818181818182,15403.55364806867,6475,10819.46153846154,39.62745914360237,3894.1254648103495,10069.958342087099,,,,53,202,29,146,387,285,3,19,120,603,1978
전라북도 전주시 덕진구 송천2동,35012660,"3,251",24926,10349,31.41366316,13.04260611,0.0003,40.27906976744186,1129.0697674418604,34.56382978723404,1938.2978723404256,,,,,7750,7598.795180722892,21500,,37.421449777337955,1533.683819891143,12282.931726907633,,,,61,45,15,50,397,171,1,28,73,346,1371
전라북도 전주시 덕진구 조촌동,35012670,"3,055",12071,6233,49.01331622,25.30859084,0.0003,31.09090909090909,581.8181818181819,28.54639175257732,1984.278350515464,40,1000,35,1000,2000,12046.244897959185,,,33.65932521,1141.5241330834115,7023.122448979592,,,,35,22,6,12,144,58,0,25,18,110,658
전라북도 전주시 덕진구 진북동,35012690,"3,153",13011,6743,46.75960255,24.23334102,0.0003,33.56140350877193,1368.157894736842,39.94285714285714,2306.5714285714284,45.78947368421053,405.2631578947368,,,6929.62963,9906.25,8500,,39.76457811194653,1359.9974937343356,8445.293209876543,,,,145,28,10,25,240,97,16,57,17,152,1167
전라북도 전주시 덕진구 혁신동,35012700,"2,942",35906,13026,22.58559803,8.193616666,0.0003,49.888888888888886,2777.777777777778,,,,,44.37583893,1258.724832,13500,,,9437.068966,47.13236390944444,2018.251304888889,11468.53448275862,,,,64,97,10,43,127,62,0,12,41,251,1110
